駅番号,路線名,駅名
M27,広島電鉄宮島線,修大附属鈴峯前駅
M28,広島電鉄宮島線,広電五日市駅
M29,広島電鉄宮島線,佐伯区役所前駅
M30,広島電鉄宮島線,楽々園駅
M31,広島電鉄宮島線,山陽女子大前駅
M32,広島電鉄宮島線,広電廿日市駅
M33,広島電鉄宮島線,廿日市市役所前（平良）駅
M34,広島電鉄宮島線,宮内駅
M35,広島電鉄宮島線,JA広島病院前駅
M36,広島電鉄宮島線,地御前駅
M37,広島電鉄宮島線,阿品東駅
M38,広島電鉄宮島線,広電阿品駅
M39,広島電鉄宮島線,広電宮島口駅
Y1,広島電鉄横川線,十日市町
Y2,広島電鉄横川線,寺町
Y3,広島電鉄横川線,別院前
Y4,広島電鉄横川線,横川一丁目
Y5,広島電鉄横川線,横川駅
M9,広島電鉄宇品線,紙屋町東　紙屋町西
U1,広島電鉄宇品線,本通
U2,広島電鉄宇品線,袋町
U3,広島電鉄宇品線,中電前
U4,広島電鉄宇品線,市役所前
U5,広島電鉄宇品線,鷹野橋
U6,広島電鉄宇品線,日赤病院前
U7,広島電鉄宇品線,広電本社前
U8,広島電鉄宇品線,御幸橋
U9,広島電鉄宇品線,皆実町六丁目
U10,広島電鉄宇品線,広大附属学校前
U11,広島電鉄宇品線,県病院前
U12,広島電鉄宇品線,宇品二丁目
U13,広島電鉄宇品線,宇品三丁目
U14,広島電鉄宇品線,宇品四丁目
U15,広島電鉄宇品線,宇品五丁目
U16,広島電鉄宇品線,海岸通
U17,広島電鉄宇品線,元宇品口
U18,広島電鉄宇品線,広島港（宇品）
M13,広島電鉄江波線,土橋
E1,広島電鉄江波線,舟入町
E2,広島電鉄江波線,舟入本町
E3,広島電鉄江波線,舟入幸町
E4,広島電鉄江波線,舟入川口町
E5,広島電鉄江波線,舟入南町
E6,広島電鉄江波線,江波
W1,広島電鉄白島線,八丁堀
W2,広島電鉄白島線,女学院前
W3,広島電鉄白島線,縮景園前
W4,広島電鉄白島線,家庭裁判所前
W5,広島電鉄白島線,白島
H3/M3,広島電鉄皆実線,的場町
H4,広島電鉄皆実線,段原一丁目
H5,広島電鉄皆実線,比治山下
H6,広島電鉄皆実線,比治山橋
H7,広島電鉄皆実線,南区役所前
H8,広島電鉄皆実線,皆実町二丁目
H9/U9,広島電鉄皆実線,皆実町六丁目
Y00,JR予讃線,高松駅
Y01,JR予讃線,香西駅
Y02,JR予讃線,鬼無駅
Y03,JR予讃線,端岡駅
Y04,JR予讃線,国分駅
Y05,JR予讃線,讃岐府中駅
Y06,JR予讃線,鴨川駅
Y07,JR予讃線,八十場駅
Y08,JR予讃線,坂出駅
Y09,JR予讃線,宇多津駅
Y10,JR予讃線,丸亀駅
Y11,JR予讃線,讃岐塩屋駅
Y12,JR予讃線,多度津駅
Y13,JR予讃線,海岸寺駅
Y14,JR予讃線,詫間駅
Y15,JR予讃線,みの駅
Y16,JR予讃線,高瀬駅
Y17,JR予讃線,比地大駅
Y18,JR予讃線,本山駅
Y19,JR予讃線,観音寺駅
Y20,JR予讃線,豊浜駅
Y21,JR予讃線,箕浦駅
Y22,JR予讃線,川之江駅
Y23,JR予讃線,伊予三島駅
Y24,JR予讃線,伊予寒川駅
Y25,JR予讃線,赤星駅
Y26,JR予讃線,伊予土居駅
Y27,JR予讃線,関川駅
Y28,JR予讃線,多喜浜駅
Y29,JR予讃線,新居浜駅
Y30,JR予讃線,中萩駅
Y31,JR予讃線,伊予西条駅
Y32,JR予讃線,石鎚山駅
Y33,JR予讃線,伊予氷見駅
Y34,JR予讃線,伊予小松駅
Y35,JR予讃線,玉之江駅
Y36,JR予讃線,壬生川駅
Y37,JR予讃線,伊予三芳駅
Y38,JR予讃線,伊予桜井駅
Y39,JR予讃線,伊予富田駅
Y40,JR予讃線,今治駅
Y41,JR予讃線,波止浜駅
Y42,JR予讃線,波方駅
Y43,JR予讃線,大西駅
Y44,JR予讃線,伊予亀岡駅
Y45,JR予讃線,菊間駅
Y46,JR予讃線,浅海駅
Y47,JR予讃線,大浦駅
Y48,JR予讃線,伊予北条駅
Y49,JR予讃線,柳原駅
Y50,JR予讃線,粟井駅
Y51,JR予讃線,光洋台駅
Y52,JR予讃線,堀江駅
Y53,JR予讃線,伊予和気駅
Y54,JR予讃線,三津浜駅
U00,JR予讃線,松山駅
U01,JR予讃線,市坪駅
U02,JR予讃線,北伊予駅
U03,JR予讃線,伊予横田駅
U04,JR予讃線,鳥ノ木駅
U05,JR予讃線,伊予市駅
S06,JR予讃線,向井原駅
S07,JR予讃線,高野川駅
S08,JR予讃線,伊予上灘駅
S09,JR予讃線,下灘駅
S10,JR予讃線,串駅
S11,JR予讃線,喜多灘駅
S12,JR予讃線,伊予長浜駅
S13,JR予讃線,伊予出石駅
S14,JR予讃線,伊予白滝駅
S15,JR予讃線,八多喜駅
S16,JR予讃線,春賀駅
S17,JR予讃線,五郎駅
U14,JR予讃線,伊予大洲駅
U16,JR予讃線,伊予平野駅
U17,JR予讃線,千丈駅
U18,JR予讃線,八幡浜駅
U19,JR予讃線,双岩駅
U20,JR予讃線,伊予石城駅
U21,JR予讃線,上宇和駅
U22,JR予讃線,卯之町駅
U23,JR予讃線,下宇和駅
U24,JR予讃線,立間駅
U25,JR予讃線,伊予吉田駅
U26,JR予讃線,高光駅
U27,JR予讃線,北宇和島駅
U28,JR予讃線,宇和島駅
U06,JR予讃線,向井原駅
U07,JR予讃線,伊予大平駅
U08,JR予讃線,伊予中山駅
U09,JR予讃線,伊予立川駅
U10,JR予讃線,内子駅
U11,JR予讃線,五十崎駅
U12,JR予讃線,喜多山駅
U13,JR予讃線,新谷駅
U14,JR予讃線,伊予大洲駅
D12,JR土讃線,多度津駅
D13,JR土讃線,金蔵寺駅
D14,JR土讃線,善通寺駅
D15,JR土讃線,琴平駅
D17,JR土讃線,黒川駅
D18,JR土讃線,讃岐財田駅
D19,JR土讃線,坪尻駅
D20,JR土讃線,箸蔵駅
D21,JR土讃線,佃駅
D22,JR土讃線,阿波池田駅
D23,JR土讃線,三縄駅
D24,JR土讃線,祖谷口駅
D25,JR土讃線,阿波川口駅
D26,JR土讃線,小歩危駅
D27,JR土讃線,大歩危駅
D28,JR土讃線,土佐岩原駅
D29,JR土讃線,豊永駅
D30,JR土讃線,大田口駅
D31,JR土讃線,土佐穴内駅
D32,JR土讃線,大杉駅
D33,JR土讃線,土佐北川駅
D34,JR土讃線,角茂谷駅
D35,JR土讃線,繁藤駅
D36,JR土讃線,新改駅
D37,JR土讃線,土佐山田駅
D38,JR土讃線,山田西町駅
D39,JR土讃線,土佐長岡駅
D40,JR土讃線,後免駅
D41,JR土讃線,土佐大津駅
D42,JR土讃線,布師田駅
D43,JR土讃線,土佐一宮駅
D44,JR土讃線,薊野駅
K00,JR土讃線,高知駅
K01,JR土讃線,入明駅
K02,JR土讃線,円行寺口駅
K03,JR土讃線,旭駅
K04,JR土讃線,高知商業前駅
K05,JR土讃線,朝倉駅
K06,JR土讃線,枝川駅
K07,JR土讃線,伊野駅
K08,JR土讃線,波川駅
K08-1,JR土讃線,小村神社前駅
K09,JR土讃線,日下駅
K10,JR土讃線,岡花駅
K11,JR土讃線,土佐加茂駅
K12,JR土讃線,西佐川駅
K13,JR土讃線,佐川駅
K14,JR土讃線,襟野々駅
K15,JR土讃線,斗賀野駅
K16,JR土讃線,吾桑駅
K17,JR土讃線,多ノ郷駅
K18,JR土讃線,大間駅
K19,JR土讃線,須崎駅
K20,JR土讃線,土佐新荘駅
K21,JR土讃線,安和駅
K22,JR土讃線,土佐久礼駅
K23,JR土讃線,影野駅
K24,JR土讃線,六反地駅
K25,JR土讃線,仁井田駅
K26,JR土讃線,窪川駅
TK26,JR予土線,窪川駅
TK27,JR予土線,若井駅
G28,JR予土線,家地川駅
G29,JR予土線,打井川駅
G30,JR予土線,土佐大正駅
G31,JR予土線,土佐昭和駅
G32,JR予土線,十川駅
G33,JR予土線,半家駅
G34,JR予土線,江川崎駅
G35,JR予土線,西ケ方駅
G36,JR予土線,真土駅
G37,JR予土線,吉野生駅
G38,JR予土線,松丸駅
G39,JR予土線,出目駅
G40,JR予土線,近永駅
G41,JR予土線,深田駅
G42,JR予土線,大内駅
G43,JR予土線,二名駅
G44,JR予土線,伊予宮野下駅
G45,JR予土線,務田駅
G46,JR予土線,北宇和島駅
G47,JR予土線,宇和島駅
T28,JR高徳線,高松駅
T27,JR高徳線,昭和町駅
T26,JR高徳線,栗林公園北口駅
T25,JR高徳線,栗林駅
T24,JR高徳線,木太町駅
T23,JR高徳線,屋島駅
T22,JR高徳線,古高松南駅
T21,JR高徳線,八栗口駅
T20,JR高徳線,讃岐牟礼駅
T19,JR高徳線,志度駅
T18,JR高徳線,オレンジタウン駅
T17,JR高徳線,造田駅
T16,JR高徳線,神前駅
T15,JR高徳線,讃岐津田駅
T14,JR高徳線,鶴羽駅
T13,JR高徳線,丹生駅
T12,JR高徳線,三本松駅
T11,JR高徳線,讃岐白鳥駅
T10,JR高徳線,引田駅
T09,JR高徳線,讃岐相生駅
T08,JR高徳線,阿波大宮駅
T07,JR高徳線,板野駅
T06,JR高徳線,阿波川端駅
T05,JR高徳線,板東駅
T04,JR高徳線,池谷駅
T03,JR高徳線,勝瑞駅
T02,JR高徳線,吉成駅
T01,JR高徳線,佐古駅
T00,JR高徳線,徳島駅
N04,JR鳴門線,池谷駅
N05,JR鳴門線,阿波大谷駅
N06,JR鳴門線,立道駅
N07,JR鳴門線,教会前駅
N08,JR鳴門線,金比羅前駅
N09,JR鳴門線,撫養駅
N10,JR鳴門線,鳴門駅
T00,JR徳島線,徳島駅
B01,JR徳島線,佐古駅
B02,JR徳島線,蔵本駅
B03,JR徳島線,鮎喰駅
B04,JR徳島線,府中駅
B05,JR徳島線,石井駅
B06,JR徳島線,下浦駅
B07,JR徳島線,牛島駅
B08,JR徳島線,麻植塚駅
B09,JR徳島線,鴨島駅
B10,JR徳島線,西麻植駅
B11,JR徳島線,阿波川島駅
B12,JR徳島線,学駅
B13,JR徳島線,山瀬駅
B14,JR徳島線,阿波山川駅
B15,JR徳島線,川田駅
B16,JR徳島線,穴吹駅
B17,JR徳島線,小島駅
B18,JR徳島線,貞光駅
B19,JR徳島線,阿波半田駅
B20,JR徳島線,江口駅
B21,JR徳島線,三加茂駅
B22,JR徳島線,阿波加茂駅
B23,JR徳島線,辻駅
B24,JR徳島線,佃駅
B25,JR徳島線,阿波池田駅
M00,JR牟岐線,徳島駅
M01,JR牟岐線,阿波富田駅
M02,JR牟岐線,二軒屋駅
M03,JR牟岐線,文化の森駅
M04,JR牟岐線,地蔵橋駅
M05,JR牟岐線,中田駅
M06,JR牟岐線,南小松島駅
M07,JR牟岐線,阿波赤石駅
M08,JR牟岐線,立江駅
M09,JR牟岐線,羽ノ浦駅
M10,JR牟岐線,西原駅
M11,JR牟岐線,阿波中島駅
M12,JR牟岐線,阿南駅
M13,JR牟岐線,見能林駅
M14,JR牟岐線,阿波橘駅
M15,JR牟岐線,桑野駅
M16,JR牟岐線,新野駅
M17,JR牟岐線,阿波福井駅
M18,JR牟岐線,由岐駅
M19,JR牟岐線,木岐駅
M20,JR牟岐線,北河内駅
M21,JR牟岐線,日和佐駅
M22,JR牟岐線,山河内駅
M23,JR牟岐線,辺川駅
M24,JR牟岐線,牟岐駅
M25,JR牟岐線,鯖瀬駅
M26,JR牟岐線,浅川駅
M27,JR牟岐線,阿波海南駅
M28,JR牟岐線,海部駅
AK28,阿佐海岸鉄道阿佐東線,海部駅
AK29,阿佐海岸鉄道阿佐東線,宍喰駅
AK30,阿佐海岸鉄道阿佐東線,甲浦駅
GN40,土佐くろしお鉄道阿佐線,後免駅
GN39,土佐くろしお鉄道阿佐線,後免町駅
GN38,土佐くろしお鉄道阿佐線,立田駅
GN37,土佐くろしお鉄道阿佐線,のいち駅
GN36,土佐くろしお鉄道阿佐線,よしかわ駅
GN35,土佐くろしお鉄道阿佐線,あかおか駅
GN34,土佐くろしお鉄道阿佐線,香我美駅
GN33,土佐くろしお鉄道阿佐線,夜須駅
GN32,土佐くろしお鉄道阿佐線,西分駅
GN31,土佐くろしお鉄道阿佐線,和食駅
GN30,土佐くろしお鉄道阿佐線,赤野駅
GN29,土佐くろしお鉄道阿佐線,穴内駅
GN28,土佐くろしお鉄道阿佐線,球場前駅
GN27,土佐くろしお鉄道阿佐線,安芸駅
GN26,土佐くろしお鉄道阿佐線,伊尾木駅
GN25,土佐くろしお鉄道阿佐線,下山駅
GN24,土佐くろしお鉄道阿佐線,唐浜駅
GN23,土佐くろしお鉄道阿佐線,安田駅
GN22,土佐くろしお鉄道阿佐線,田野駅
GN21,土佐くろしお鉄道阿佐線,奈半利駅
TK26,土佐くろしお鉄道中村線,窪川駅
TK27,土佐くろしお鉄道中村線,若井駅
TK28,土佐くろしお鉄道中村線,荷稲駅
TK29,土佐くろしお鉄道中村線,伊与喜駅
TK30,土佐くろしお鉄道中村線,土佐佐賀駅
TK31,土佐くろしお鉄道中村線,佐賀公園駅
TK32,土佐くろしお鉄道中村線,土佐白浜駅
TK33,土佐くろしお鉄道中村線,有井川駅
TK34,土佐くろしお鉄道中村線,土佐上川口駅
TK35,土佐くろしお鉄道中村線,海の王迎駅
TK36,土佐くろしお鉄道中村線,浮鞭駅
TK37,土佐くろしお鉄道中村線,土佐入野駅
TK38,土佐くろしお鉄道中村線,西大方駅
TK39,土佐くろしお鉄道中村線,古津賀駅
TK40,土佐くろしお鉄道中村線,中村駅
K00 N00,高松琴平電気鉄道琴平線,高松築港駅
K01 N01,高松琴平電気鉄道琴平線,片原町駅
K02,高松琴平電気鉄道琴平線,瓦町駅
K03,高松琴平電気鉄道琴平線,栗林公園駅
K04,高松琴平電気鉄道琴平線,三条駅
K05,高松琴平電気鉄道琴平線,太田駅
K06,高松琴平電気鉄道琴平線,仏生山駅
K07,高松琴平電気鉄道琴平線,空港通り駅
K08,高松琴平電気鉄道琴平線,一宮駅
K09,高松琴平電気鉄道琴平線,円座駅
K10,高松琴平電気鉄道琴平線,岡本駅
K11,高松琴平電気鉄道琴平線,挿頭丘駅
K12,高松琴平電気鉄道琴平線,畑田駅
K13,高松琴平電気鉄道琴平線,陶駅
K14,高松琴平電気鉄道琴平線,綾川駅
K15,高松琴平電気鉄道琴平線,滝宮駅
K16,高松琴平電気鉄道琴平線,羽床駅
K17,高松琴平電気鉄道琴平線,栗熊駅
K18,高松琴平電気鉄道琴平線,岡田駅
K19,高松琴平電気鉄道琴平線,羽間駅
K20,高松琴平電気鉄道琴平線,榎井駅
K21,高松琴平電気鉄道琴平線,琴電琴平駅
N02,高松琴平電気鉄道長尾線,瓦町駅
N03,高松琴平電気鉄道長尾線,花園駅
N04,高松琴平電気鉄道長尾線,林道駅
N05,高松琴平電気鉄道長尾線,木太東口駅
N06,高松琴平電気鉄道長尾線,元山駅
N07,高松琴平電気鉄道長尾線,水田駅
N08,高松琴平電気鉄道長尾線,西前田駅
N09,高松琴平電気鉄道長尾線,高田駅
N10,高松琴平電気鉄道長尾線,池戸駅
N11,高松琴平電気鉄道長尾線,農学部前駅
N12,高松琴平電気鉄道長尾線,平木駅
N13,高松琴平電気鉄道長尾線,学園通り駅
N14,高松琴平電気鉄道長尾線,白山駅
N15,高松琴平電気鉄道長尾線,井戸駅
N16,高松琴平電気鉄道長尾線,公文明駅
N17,高松琴平電気鉄道長尾線,長尾駅
S00,高松琴平電気鉄道志度線,瓦町駅
S01,高松琴平電気鉄道志度線,今橋駅
S02,高松琴平電気鉄道志度線,松島二丁目駅
S03,高松琴平電気鉄道志度線,沖松島駅
S04,高松琴平電気鉄道志度線,春日川駅
S05,高松琴平電気鉄道志度線,潟元駅
S06,高松琴平電気鉄道志度線,琴電屋島駅
S07,高松琴平電気鉄道志度線,古高松駅
S08,高松琴平電気鉄道志度線,八栗駅
S09,高松琴平電気鉄道志度線,六万寺駅
S10,高松琴平電気鉄道志度線,大町駅
S11,高松琴平電気鉄道志度線,八栗新道駅
S12,高松琴平電気鉄道志度線,塩屋駅
S13,高松琴平電気鉄道志度線,房前駅
S14,高松琴平電気鉄道志度線,原駅
S15,高松琴平電気鉄道志度線,琴電志度駅
IY01,伊予鉄道高浜線,高浜駅
IY02,伊予鉄道高浜線,梅津寺駅
IY03,伊予鉄道高浜線,港山駅
IY04,伊予鉄道高浜線,三津駅
IY05,伊予鉄道高浜線,山西駅
IY06,伊予鉄道高浜線,西衣山駅
IY07,伊予鉄道高浜線,衣山駅
IY08,伊予鉄道高浜線,古町駅
IY09,伊予鉄道高浜線,大手町駅
IY10,伊予鉄道高浜線,松山市駅
IY10,伊予鉄道横河原線,松山市駅
IY11,伊予鉄道横河原線,石手川公園駅
IY12,伊予鉄道横河原線,いよ立花駅
IY13,伊予鉄道横河原線,福音寺駅
IY14,伊予鉄道横河原線,北久米駅
IY15,伊予鉄道横河原線,久米駅
IY16,伊予鉄道横河原線,鷹ノ子駅
IY17,伊予鉄道横河原線,平井駅
IY18,伊予鉄道横河原線,梅本駅
IY19,伊予鉄道横河原線,牛渕団地前駅
IY20,伊予鉄道横河原線,牛渕駅
IY21,伊予鉄道横河原線,田窪駅
IY22,伊予鉄道横河原線,見奈良駅
IY23,伊予鉄道横河原線,愛大医学部南口駅
IY24,伊予鉄道横河原線,横河原駅
IY10,伊予鉄道郡中線,松山市駅
IY25,伊予鉄道郡中線,土橋駅
IY26,伊予鉄道郡中線,土居田駅
IY27,伊予鉄道郡中線,余戸駅
IY28,伊予鉄道郡中線,鎌田駅
IY29,伊予鉄道郡中線,岡田駅
IY30,伊予鉄道郡中線,古泉駅
IY31,伊予鉄道郡中線,松前駅
IY32,伊予鉄道郡中線,地蔵町駅
IY33,伊予鉄道郡中線,新川駅
IY34,伊予鉄道郡中線,郡中駅
IY35,伊予鉄道郡中線,郡中港駅
K01,福岡市地下鉄空港線,姪浜駅
K02,福岡市地下鉄空港線,室見駅
K03,福岡市地下鉄空港線,藤崎駅
K04,福岡市地下鉄空港線,西新駅
K05,福岡市地下鉄空港線,唐人町駅
K06,福岡市地下鉄空港線,大濠公園駅
K07,福岡市地下鉄空港線,赤坂駅
K08,福岡市地下鉄空港線,天神駅
K09 H01,福岡市地下鉄空港線,中洲川端駅
K10,福岡市地下鉄空港線,祇園駅
K11,福岡市地下鉄空港線,博多駅
K12,福岡市地下鉄空港線,東比恵駅
K13,福岡市地下鉄空港線,福岡空港駅
K09 H01,福岡市地下鉄箱崎線,中洲川端駅
H02,福岡市地下鉄箱崎線,呉服町駅
H03,福岡市地下鉄箱崎線,千代県庁口駅
H04,福岡市地下鉄箱崎線,馬出九大病院前駅
H05,福岡市地下鉄箱崎線,箱崎宮前駅
H06,福岡市地下鉄箱崎線,箱崎九大前駅
H07,福岡市地下鉄箱崎線,貝塚駅
N01,福岡市地下鉄七隈線,橋本駅
N02,福岡市地下鉄七隈線,次郎丸駅
N03,福岡市地下鉄七隈線,賀茂駅
N04,福岡市地下鉄七隈線,野芥駅
N05,福岡市地下鉄七隈線,梅林駅
N06,福岡市地下鉄七隈線,福大前駅
N07,福岡市地下鉄七隈線,七隈駅
N08,福岡市地下鉄七隈線,金山駅
N09,福岡市地下鉄七隈線,茶山駅
N10,福岡市地下鉄七隈線,別府駅
N11,福岡市地下鉄七隈線,六本松駅
N12,福岡市地下鉄七隈線,桜坂駅
N13,福岡市地下鉄七隈線,薬院大通駅
N14,福岡市地下鉄七隈線,薬院駅
N15,福岡市地下鉄七隈線,渡辺通駅
N16,福岡市地下鉄七隈線,天神南駅
CK01,筑豊電気鉄道線,黒崎駅前駅
CK02,筑豊電気鉄道線,西黒崎駅
CK03,筑豊電気鉄道線,熊西駅
CK04,筑豊電気鉄道線,萩原駅
CK05,筑豊電気鉄道線,穴生駅
CK06,筑豊電気鉄道線,森下駅
CK07,筑豊電気鉄道線,今池駅
CK08,筑豊電気鉄道線,永犬丸駅
CK09,筑豊電気鉄道線,三ヶ森駅
CK10,筑豊電気鉄道線,西山駅
CK11,筑豊電気鉄道線,通谷駅
CK12,筑豊電気鉄道線,東中間駅
CK13,筑豊電気鉄道線,筑豊中間駅
CK14,筑豊電気鉄道線,希望が丘高校前駅
CK15,筑豊電気鉄道線,筑豊香月駅
CK16,筑豊電気鉄道線,楠橋駅
CK17,筑豊電気鉄道線,新木屋瀬駅
CK18,筑豊電気鉄道線,木屋瀬駅
CK19,筑豊電気鉄道線,遠賀野駅
CK20,筑豊電気鉄道線,感田駅
CK21,筑豊電気鉄道線,筑豊直方駅
1,熊本市電田崎線,田崎橋電停
2,熊本市電田崎線,二本木口電停
3,熊本市電田崎線,熊本駅前電停
3,熊本市電幹線,熊本駅前電停
4,熊本市電幹線,祇園橋電停
5,熊本市電幹線,呉服町電停
6,熊本市電幹線,河原町電停
7,熊本市電幹線,慶徳校前電停
8,熊本市電幹線,辛島町電停
9,熊本市電幹線,花畑町電停
10,熊本市電幹線,熊本城・市役所前電停
11,熊本市電幹線,通町筋電停
12,熊本市電幹線,水道町電停
12,熊本市電水前寺線,水道町電停
13,熊本市電水前寺線,九品寺交差点電停
14,熊本市電水前寺線,交通局前電停
15,熊本市電水前寺線,味噌天神前電停
16,熊本市電水前寺線,新水前寺駅前電停
17,熊本市電水前寺線,国府電停
18,熊本市電水前寺線,水前寺公園電停
18,熊本市電健軍線,水前寺公園電停
19,熊本市電健軍線,市立体育館前電停
20,熊本市電健軍線,商業高校前電停
21,熊本市電健軍線,八丁馬場電停
22,熊本市電健軍線,神水・市民病院前電停
23,熊本市電健軍線,健軍校前電停
24,熊本市電健軍線,動植物園入口電停
25,熊本市電健軍線,健軍交番前電停
26,熊本市電健軍線,健軍町電停
B1,熊本市電上熊本線,上熊本駅前電停
B2,熊本市電上熊本線,県立体育館前電停
B3,熊本市電上熊本線,本妙寺入口電停
B4,熊本市電上熊本線,杉塘電停
B5,熊本市電上熊本線,段山町電停
B6,熊本市電上熊本線,蔚山町電停
B7,熊本市電上熊本線,新町電停
B8,熊本市電上熊本線,洗馬橋電停
B9,熊本市電上熊本線,西辛島町電停
8,熊本市電上熊本線,辛島町電停
1,沖縄都市モノレール線,那覇空港駅
2,沖縄都市モノレール線,赤嶺駅
3,沖縄都市モノレール線,小禄駅
4,沖縄都市モノレール線,奥武山公園駅
5,沖縄都市モノレール線,壺川駅
6,沖縄都市モノレール線,旭橋駅
7,沖縄都市モノレール線,県庁前駅
8,沖縄都市モノレール線,美栄橋駅
9,沖縄都市モノレール線,牧志駅
10,沖縄都市モノレール線,安里駅
11,沖縄都市モノレール線,おもろまち駅
12,沖縄都市モノレール線,古島駅
13,沖縄都市モノレール線,市立病院前駅
14,沖縄都市モノレール線,儀保駅
15,沖縄都市モノレール線,首里駅
